RA,FASE,TURMA,NOME,INSTITUICAO_ENSINO_ALUNO,PEDRA,INDE,REC_AVAL_1,REC_AVAL_2,REC_AVAL_3,REC_AVAL_4,REC_PSICO,NIVEL_IDEAL,DEFASAGEM,DESTAQUE_IEG,DESTAQUE_IDA,DESTAQUE_IPV,ANO_BASE,IDADE_ALUNO_MISSING,INDE_MISSING,CG_MISSING,CF_MISSING,CT_MISSING,QTDE_AVAL_MISSING,IAA_MISSING,IEG_MISSING,IPS_MISSING,IDA_MISSING,NOTA_MAT_MISSING,NOTA_PORT_MISSING,NOTA_ING_MISSING,IPV_MISSING,IPP_MISSING,INSTITUICAO_ENSINO_ALUNO_MISSING,PEDRA_MISSING,REC_AVAL_1_MISSING,REC_AVAL_2_MISSING,REC_AVAL_3_MISSING,REC_AVAL_4_MISSING,REC_PSICO_MISSING,DESTAQUE_IEG_MISSING,DESTAQUE_IDA_MISSING,DESTAQUE_IPV_MISSING,ALTO_INDE,CAT_IDADE_ALUNO,CAT_ANO_INGRESSO,CAT_CG,CAT_CF,CAT_CT,CAT_QTDE_AVAL,CAT_IAA,CAT_IEG,CAT_IPS,CAT_IDA,CAT_NOTA_MAT,CAT_NOTA_PORT,CAT_NOTA_ING,CAT_IPV,CAT_IAN,CAT_IPP,CAT_PEDRA_ORDINAL,CAT_NOTA_MEDIA,CAT_TEMPO_PM,DEFASADO
RA-46,5,A,Aluno-46,Escola Pública,Ágata,6.048,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,DESCONHECIDO,Sem limitações,Fase 7 (3º EM),-2,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,2,2,1,2,2,3,3,2,1,1,1,1,2,1,2,1,1,1,1
RA-47,5,A,Aluno-47,Escola Pública,Quartzo,5.677,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,DESCONHECIDO,Sem limitações,Fase 7 (3º EM),-2,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,2,2,1,2,2,2,1,3,1,1,1,1,2,1,2,1,1,1,1
RA-48,5,A,Aluno-48,Rede Decisão,Ametista,8.006,Promovido de Fase,Mantido na Fase atual,Promovido de Fase + Bolsa,DESCONHECIDO,Sem limitações,Fase 5 (1º EM),0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,1,1,1,1,2,1,3,3,5,3,4,2,5,2,2,2,5,4,0
RA-49,5,A,Aluno-49,Escola Pública,Ágata,6.304,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,DESCONHECIDO,Sem limitações,Fase 7 (3º EM),-2,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,2,2,1,1,2,1,2,3,1,1,1,1,2,1,2,1,1,1,1
RA-50,5,A,Aluno-50,Escola Pública,Ametista,7.138,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,DESCONHECIDO,Sem limitações,Fase 8 (Universitários),-3,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,2,2,1,1,2,1,3,3,4,3,4,2,3,1,2,2,5,1,1
RA-51,5,B,Aluno-51,Escola Pública,Ágata,6.488,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,DESCONHECIDO,Não atendido,Fase 7 (3º EM),-2,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,2,2,1,2,2,3,2,3,2,1,1,1,1,1,2,1,1,1,1
RA-52,5,B,Aluno-52,Rede Decisão,Ametista,7.861,Promovido de Fase,Mantido na Fase atual,Promovido de Fase + Bolsa,DESCONHECIDO,Não atendido,Fase 3 (7º e 8º ano),2,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,1,1,1,1,2,5,3,3,2,1,2,2,3,2,2,2,2,4,0
RA-53,5,B,Aluno-53,Escola Pública,Ágata,6.725,Promovido de Fase,Mantido na Fase atual,Alocado em Fase anterior,DESCONHECIDO,Não atendido,Fase 7 (3º EM),-2,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,2,2,1,2,2,4,2,3,3,2,4,1,1,1,2,1,3,1,1
RA-54,5,B,Aluno-54,Escola Pública,Ágata,6.058,Mantido na Fase atual,Mantido na Fase atual,Alocado em Fase anterior,DESCONHECIDO,Não atendido,Fase 6 (2º EM),-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,2,2,1,2,2,2,1,3,1,1,3,1,1,1,2,1,2,1,1
RA-55,5,B,Aluno-55,Escola Pública,Ágata,6.576,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,DESCONHECIDO,Requer avaliação,Fase 6 (2º EM),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,2,1,2,2,1,2,2,4,3,4,2,1,1,2,1,4,4,1
RA-56,5,B,Aluno-56,Rede Decisão,Topázio,8.404,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase + Bolsa,DESCONHECIDO,Sem limitações,Fase 5 (1º EM),0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,1,1,1,1,2,5,5,3,3,1,3,2,4,2,2,3,4,3,0
RA-57,5,B,Aluno-57,Rede Decisão,Ametista,7.305,Promovido de Fase + Bolsa,Mantido na Fase atual,Mantido na Fase + Bolsa,DESCONHECIDO,Requer avaliação,Fase 6 (2º EM),-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,1,1,1,2,2,1,2,2,5,5,3,2,4,1,2,2,5,4,1
RA-58,5,B,Aluno-58,Rede Decisão,Topázio,8.136,Promovido de Fase,Mantido na Fase atual,Promovido de Fase + Bolsa,DESCONHECIDO,Sem limitações,Fase 5 (1º EM),0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,1,1,1,1,2,5,4,2,4,1,4,2,4,2,2,3,4,4,0
RA-59,5,B,Aluno-59,Escola Pública,Ametista,7.642,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,DESCONHECIDO,Não atendido,Fase 7 (3º EM),-2,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,2,1,1,2,2,4,4,3,4,4,2,2,4,1,2,2,4,1,1
RA-60,5,B,Aluno-60,Escola Pública,Quartzo,5.537,Promovido de Fase,Mantido na Fase atual,Alocado em Fase anterior,DESCONHECIDO,Não atendido,Fase 8 (Universitários),-3,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,2,1,2,2,1,1,3,2,2,2,1,1,1,2,1,1,1,1
RA-61,5,B,Aluno-61,Escola Pública,Ametista,7.533,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase + Bolsa,DESCONHECIDO,Não atendido,Fase 5 (1º EM),0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,1,1,1,2,2,4,2,3,2,1,2,2,4,2,2,2,2,1,0
RA-62,5,B,Aluno-62,Escola Pública,Ametista,7.891,Promovido de Fase,Promovido de Fase + Bolsa,Mantido na Fase atual,DESCONHECIDO,Não atendido,Fase 7 (3º EM),-2,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,2,1,1,1,2,3,4,3,5,5,5,1,2,1,2,2,5,1,1
RA-63,5,B,Aluno-63,Rede Decisão,Topázio,8.282,Promovido de Fase + Bolsa,Mantido na Fase atual,Promovido de Fase + Bolsa,DESCONHECIDO,Sem limitações,Fase 6 (2º EM),-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,1,1,1,1,2,2,4,5,5,4,4,2,5,1,2,3,5,4,1
RA-64,5,B,Aluno-64,Escola Pública,Ametista,7.368,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase + Bolsa,DESCONHECIDO,Sem limitações,Fase 6 (2º EM),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,1,1,1,2,2,1,2,5,4,2,4,2,4,1,2,2,4,3,1
RA-65,5,B,Aluno-65,Escola Pública,Ametista,7.712,Promovido de Fase + Bolsa,Mantido na Fase atual,Promovido de Fase + Bolsa,DESCONHECIDO,Não atendido,Fase 7 (3º EM),-2,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,2,1,1,1,2,2,2,3,5,5,5,2,4,1,2,2,5,1,1
RA-66,5,B,Aluno-66,Escola Pública,Quartzo,5.665,Mantido na Fase atual,Mantido na Fase atual,Alocado em Fase anterior,DESCONHECIDO,Não atendido,Fase 7 (3º EM),-2,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,2,2,1,2,2,1,1,3,1,1,2,1,1,1,2,1,2,1,1
RA-67,5,C,Aluno-67,Escola Pública,Quartzo,5.195,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não atendido,Fase 6 (2º EM),-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,1,1,3,1,1,3,1,1,1,1,2,1,2,1,1,3,1
RA-68,5,C,Aluno-68,Escola Pública,Ágata,6.438,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Promovido de Fase + Bolsa,Não atendido,Fase 6 (2º EM),-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,1,1,3,2,1,3,1,2,1,1,4,1,2,1,1,3,1
RA-69,5,C,Aluno-69,Escola Pública,Quartzo,5.718,Promovido de Fase,Mantido na Fase atual,Alocado em Fase anterior,Alocado em Fase anterior,Sem limitações,Fase 6 (2º EM),-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,1,1,3,2,1,3,1,2,1,1,1,1,2,1,1,4,1
RA-70,5,C,Aluno-70,Escola Pública,Quartzo,5.712,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Sem limitações,Fase 6 (2º EM),-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,1,1,3,3,1,1,1,2,1,1,1,1,2,1,1,4,1
RA-71,5,C,Aluno-71,Escola Pública,Quartzo,4.332,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Alocado em Fase anterior,Não atendido,Fase 7 (3º EM),-2,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,1,2,3,2,1,3,1,1,1,1,1,1,2,1,1,3,1
RA-72,5,C,Aluno-72,Escola Pública,Ametista,7.64,Promovido de Fase + Bolsa,Mantido na Fase atual,Promovido de Fase + Bolsa,Promovido de Fase,Não atendido,Fase 7 (3º EM),-2,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,1,1,1,3,2,2,3,4,4,4,2,5,1,2,2,5,1,1
RA-73,5,C,Aluno-73,Escola Pública,Quartzo,5.271,Promovido de Fase + Bolsa,Mantido na Fase atual,Mantido na Fase atual,Alocado em Fase anterior,Não atendido,Fase 7 (3º EM),-2,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,1,1,3,1,1,3,1,1,1,1,2,1,2,1,1,1,1
RA-74,5,C,Aluno-74,Escola Pública,Quartzo,4.989,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Alocado em Fase anterior,Não atendido,Fase 6 (2º EM),-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,1,2,3,5,1,3,1,2,1,1,1,1,2,1,1,1,1
RA-75,5,F,Aluno-75,Escola Pública,Quartzo,3.915,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Alocado em Fase anterior,Sem limitações,Fase 6 (2º EM),-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,1,1,3,1,1,2,1,1,1,1,1,1,2,1,1,1,1
RA-76,5,F,Aluno-76,Rede Decisão,Topázio,9.105,Promovido de Fase + Bolsa,Mantido na Fase atual,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Sem limitações,Fase 5 (1º EM),0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,1,1,3,5,4,5,5,5,5,2,5,2,2,3,5,4,0
RA-77,5,F,Aluno-77,Escola Pública,Quartzo,3.846,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Alocado em Fase anterior,Não indicado,Fase 6 (2º EM),-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,1,1,3,1,1,1,1,1,1,1,1,1,2,1,1,3,1
RA-78,5,F,Aluno-78,Rede Decisão,Ametista,7.04,Promovido de Fase + Bolsa,Mantido na Fase atual,Mantido na Fase + Bolsa,Promovido de Fase,Requer avaliação,Fase 7 (3º EM),-2,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,2,1,1,3,2,1,2,4,5,2,2,4,1,2,2,4,4,1
RA-79,5,F,Aluno-79,Rede Decisão,Ágata,6.847,Promovido de Fase + Bolsa,Mantido na Fase atual,Promovido de Fase + Bolsa,Promovido de Fase,Requer avaliação,Fase 6 (2º EM),-1,Melhorar: Melhorar a sua entrega de lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,1,1,3,1,1,2,5,5,4,2,2,1,2,1,5,4,1
RA-80,5,K,Aluno-80,Rede Decisão,Ametista,7.29,Promovido de Fase + Bolsa,Mantido na Fase atual,Promovido de Fase + Bolsa,Promovido de Fase,Requer avaliação,Fase 6 (2º EM),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1,1,1,3,4,3,1,4,3,4,2,3,1,2,2,4,4,1
RA-81,5,K,Aluno-81,Rede Decisão,Ametista,7.675,Promovido de Fase + Bolsa,Mantido na Fase atual,Mantido na Fase + Bolsa,Promovido de Fase + Bolsa,Requer avaliação,Fase 4 (9º ano),1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,1,1,3,4,4,1,2,2,2,2,2,2,2,2,2,4,0
RA-82,5,K,Aluno-82,Escola Pública,Ágata,6.596,Promovido de Fase,Mantido na Fase atual,Promovido de Fase + Bolsa,Mantido na Fase atual,Não atendido,Fase 7 (3º EM),-2,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,1,2,3,3,1,3,2,2,1,1,1,1,2,1,2,1,1
RA-83,5,K,Aluno-83,Escola Pública,Ágata,6.671,Promovido de Fase,Mantido na Fase atual,Promovido de Fase + Bolsa,Mantido na Fase atual,Não atendido,Fase 7 (3º EM),-2,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,1,2,3,2,1,3,3,2,4,1,1,1,2,1,3,1,1
RA-84,5,K,Aluno-84,Rede Decisão,Ágata,6.682,Promovido de Fase + Bolsa,Mantido na Fase atual,Promovido de Fase + Bolsa,Promovido de Fase,Requer avaliação,Fase 7 (3º EM),-2,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,1,2,3,1,3,1,2,2,3,1,1,1,2,1,2,4,1
RA-85,5,K,Aluno-85,Escola Pública,Ágata,6.243,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Requer avaliação,Fase 5 (1º EM),0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,1,2,3,1,2,1,1,2,1,1,1,2,2,1,1,1,0
RA-86,5,K,Aluno-86,Rede Decisão,Ametista,7.566,Promovido de Fase + Bolsa,Mantido na Fase atual,Promovido de Fase + Bolsa,Mantido na Fase + Bolsa,Sem limitações,Fase 6 (2º EM),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1,1,1,3,1,5,2,3,3,4,2,5,1,2,2,3,4,1
RA-87,5,K,Aluno-87,Rede Decisão,Topázio,8.712,Promovido de Fase + Bolsa,Mantido na Fase atual,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Não atendido,Fase 5 (1º EM),0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,1,1,3,2,5,3,5,5,4,2,5,2,2,3,5,1,0
RA-88,5,K,Aluno-88,Escola Pública,Ametista,7.498,Promovido de Fase + Bolsa,Mantido na Fase atual,Promovido de Fase,Promovido de Fase + Bolsa,Sem limitações,Fase 7 (3º EM),-2,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1,1,1,3,1,4,2,3,3,2,1,5,1,2,2,3,1,1
RA-89,5,K,Aluno-89,Escola Pública,Ametista,7.323,Promovido de Fase + Bolsa,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase + Bolsa,Não atendido,Fase 6 (2º EM),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1,1,1,3,5,2,3,2,4,2,1,4,1,2,2,2,1,1
RA-90,5,L,Aluno-90,Rede Decisão,Topázio,9.442,Promovido de Fase,Mantido na Fase atual,Mantido na Fase + Bolsa,Promovido de Fase + Bolsa,Sem limitações,Fase 3 (7º e 8º ano),2,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,1,1,3,5,5,5,5,4,4,2,5,2,2,3,5,3,0
RA-91,5,L,Aluno-91,Rede Decisão,Ágata,6.645,Promovido de Fase,Mantido na Fase atual,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Requer avaliação,Fase 6 (2º EM),-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,1,2,3,4,1,2,3,2,2,2,2,1,2,1,3,4,1
RA-92,5,L,Aluno-92,Rede Decisão,Ágata,6.957,Promovido de Fase,Mantido na Fase atual,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Requer avaliação,Fase 6 (2º EM),-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,1,2,3,4,2,1,4,4,2,2,1,1,2,1,4,4,1
RA-93,5,L,Aluno-93,Rede Decisão,Topázio,8.941,Promovido de Fase,Mantido na Fase atual,Mantido na Fase + Bolsa,Promovido de Fase + Bolsa,Sem limitações,Fase 5 (1º EM),0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,1,1,3,2,5,5,5,5,5,2,5,2,2,3,5,4,0
